NPA,Violent_Crime_Rate_2015,Violent_Crimes_2015,Property_Crime_Rate_2015,Property_Crimes_2015,Disorder_Call_Rate_2015,Disorder_Calls_2015,Animal_Control_Call_Rate_2015,Animal_Control_Calls_2015,Fire_Call_Rate_2015,Fire_Calls_2015,Nuisance_Violations_2015,Nuisance_Violations_Total_2015,311_Requests_2015,311_Calls_2015,Voter_Participation_2015,Voters_Participating_2015,Neighborhood_Organizations_2015,Population_Density_2015,Population _2015,Age_of_Residents_2015,Age_of_Residents_moe_2015,Youth_Population_2015,Youth_Population_moe_2015,Older_Adult_Population_2015,Older_Adult_Population_moe_2015,Vacant_Land_2015,Vacant_Land_Area_2015,Household_Income_2015,Household_Income_moe_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Employment_Rate_moe_2015,Job_Density_2015,Jobs_2015,Commercial_Construction_2015,Commercial_Construction_Permitted_Units_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Financial_Services_Proximate_Units_2015,Bachelors_Degree_2015,Bachelors_Degree_moe_2015,High_School_Diploma_2015,High_School_Diploma_moe_2015,Early_Care_Proximity_2015,Early_Care_Proximate_Units_2015,SchoolAge_Proximity_2015,SchoolAge_Proximate_Units_2015,Library_Card_Prevalence_2015,Library_Card_Holders_2015,Proficiency_Elementary_School_2015,Proficiency_Middle_School_2015,Proficiency_High_School_2015,Highschool_Graduation_Rate_2015,Student_Absenteeism_2015,Neighborhood_School_Attendance_2015,Grocery_Proximity_2015,Grocery_Proximate_Units_2015,Pharmacy_Proximity_2015,Pharmacy_Proximate_Units_2015,Park_Proximity_2015,Park_Proximate_Units_2015,Public_Health_Insurance _2015,Impervious_Surface_2015,Impervious_Surface_Area_2015,Adopt_a_Stream_2015,Adopt_a_Stream_Length_2015,Commuters_Driving_Alone_2015,Commuters_Driving_Alone_moe_2015,Housing_Density_2015,Housing_Units_2015,Single_Family_Housing_2015,Single_Family_Units_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Rental_Houses_Units_2015,New_Residential_2015,New_Residential_Permit_Units_2015,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Foreclosures_2015,Foreclosed_Units_2015,Home_Sales_Price_2015,Housing_Violations_2015,Housing_Violations_Total_2015,Home_Ownership_2015,Home_Ownership_moe_2015,Bicycle_Friendliness_2015,Street_Connectivity_2015,Transit_Proximity_2015,Transit_Proximate_Units_2015,Transit_Ridership_2015,Transit_Ridership_Total_2015
39,1.8,5.0,24.3,68.0,83.5,234.0,55.2,152.0,19.3,54.0,10.6,101.0,30.7,859.0,17.0,263.0,1.0,4.0,2801.0,32.0,5.0,34.0,4.0,10.0,4.0,16.3,109.0,55597.0,12533.0,19.0,94.0,2.0,0.2,101.0,0.15,1.0,16090.0,80449.0,31.0,0.0,0.0,40.0,7.0,82.0,6.0,78.0,748.0,78.0,748.0,19.0,543.0,50.0,34.1,38.8,83.0,11.0,70.0,12.0,111.0,0.0,0.0,14.0,135.0,27.0,11.4,76.0,27.25,0.49,76.0,4.0,1.4,953.0,100.0,953.0,1924.0,25.0,19.0,184.0,3.14,21.0,2.84,19.0,1.7,16.0,133277.0,0.73,7.0,71.0,10.0,1.6,1.05,5.0,44.0,,
40,8.2,26.0,44.5,141.0,193.0,612.0,35.7,175.0,38.5,122.0,15.0,177.0,25.7,814.0,11.0,156.0,2.0,9.0,3171.0,24.0,5.0,40.0,5.0,5.0,2.0,5.4,19.0,35714.0,15026.0,30.0,81.0,4.0,0.4,143.0,1.15,4.0,17894.0,89468.0,29.0,59.0,702.0,18.0,9.0,71.0,12.0,100.0,1183.0,100.0,1183.0,19.0,601.0,27.8,23.2,29.4,100.0,12.0,64.0,64.0,762.0,71.0,841.0,72.0,852.0,33.0,19.5,68.0,0.0,0.0,62.0,4.0,3.4,1183.0,51.0,603.0,1422.0,35.0,33.0,196.0,2.01,7.0,2.01,7.0,3.3,,70364.0,2.2,26.0,35.0,10.0,1.3,1.22,100.0,1183.0,28.0,223.0
41,1.9,3.0,16.6,26.0,104.5,164.0,42.7,53.0,16.6,26.0,10.9,84.0,34.0,533.0,19.0,155.0,1.0,5.0,1569.0,40.0,8.0,24.0,7.0,12.0,3.0,3.3,10.0,44214.0,5284.0,11.0,88.0,8.0,1.8,551.0,4.47,14.0,,159052.0,24.0,55.0,425.0,31.0,8.0,92.0,11.0,30.0,232.0,30.0,232.0,16.0,256.0,53.7,22.2,63.6,81.0,18.0,91.0,43.0,334.0,46.0,357.0,100.0,773.0,14.0,15.6,49.0,100.0,2.79,99.0,5.0,2.5,773.0,48.0,373.0,1677.0,37.0,13.0,47.0,0.32,1.0,1.92,6.0,0.8,6.0,147653.0,0.26,2.0,73.0,10.0,1.5,1.1,100.0,773.0,2.0,25.0
42,0.0,0.0,6.7,17.0,38.8,98.0,21.3,98.0,18.2,46.0,0.5,7.0,16.6,418.0,29.0,464.0,4.0,7.0,2526.0,35.0,3.0,22.0,5.0,14.0,3.0,8.1,29.0,57177.0,6385.0,5.0,92.0,3.0,0.5,179.0,0.57,2.0,1697.0,3393.0,39.0,0.0,0.0,64.0,8.0,98.0,8.0,15.0,193.0,83.0,1097.0,21.0,537.0,65.1,71.7,100.0,100.0,4.0,92.0,3.0,46.0,3.0,46.0,82.0,1095.0,6.0,23.6,83.0,100.0,2.53,87.0,2.0,3.8,1328.0,26.0,340.0,3244.0,31.0,4.0,13.0,0.0,0.0,4.54,16.0,0.2,2.0,474760.0,0.08,1.0,62.0,7.0,1.4,1.07,68.0,901.0,23.0,46.0
43,0.0,0.0,14.7,23.0,53.0,83.0,18.5,42.0,14.1,22.0,3.4,22.0,32.4,507.0,33.0,292.0,1.0,4.0,1566.0,36.0,6.0,26.0,11.0,10.0,4.0,6.2,22.0,61023.0,24484.0,6.0,95.0,5.0,0.7,248.0,,,22142.0,66425.0,23.0,0.0,0.0,45.0,12.0,100.0,12.0,75.0,488.0,75.0,488.0,20.0,312.0,67.3,67.3,80.0,100.0,8.0,88.0,62.0,403.0,62.0,403.0,0.0,0.0,9.0,17.0,61.0,100.0,3.45,74.0,14.0,1.8,654.0,60.0,390.0,2972.0,44.0,6.0,24.0,0.0,0.0,7.54,27.0,0.0,0.0,429851.0,0.31,2.0,52.0,7.0,1.5,1.15,95.0,624.0,0.0,0.0
44,0.0,0.0,33.4,30.0,53.4,48.0,16.3,20.0,21.1,19.0,0.4,2.0,14.1,127.0,28.0,146.0,1.0,4.0,899.0,28.0,2.0,23.0,,3.0,3.0,12.2,27.0,71200.0,23867.0,3.0,100.0,0.0,2.3,503.0,2.69,6.0,20967.0,125801.0,23.0,0.0,0.0,79.0,,100.0,7.0,0.0,0.0,74.0,341.0,17.0,156.0,50.0,66.7,,,6.0,93.0,0.0,2.0,0.0,2.0,74.0,341.0,3.0,19.7,44.0,,,86.0,6.0,2.1,461.0,33.0,152.0,,25.0,7.0,11.0,1.35,3.0,1.34,3.0,0.0,0.0,,0.43,2.0,25.0,,1.4,1.04,43.0,197.0,19.0,19.0
45,0.9,3.0,41.6,138.0,36.2,120.0,18.0,54.0,21.1,70.0,6.5,74.0,23.6,781.0,13.0,219.0,1.0,3.0,3315.0,34.0,2.0,33.0,5.0,5.0,2.0,36.0,,95865.0,12683.0,4.0,94.0,2.0,0.3,246.0,2.0,19.0,7465.0,14930.0,29.0,0.0,0.0,53.0,6.0,91.0,9.0,71.0,812.0,78.0,885.0,19.0,616.0,62.9,46.2,50.0,100.0,5.0,43.0,0.0,0.0,0.0,0.0,11.0,130.0,8.0,12.6,120.0,0.0,0.0,90.0,6.0,1.2,1137.0,95.0,1085.0,2836.0,9.0,14.0,148.0,,,1.58,15.0,0.8,9.0,231130.0,0.0,0.0,83.0,7.0,1.4,1.23,8.0,94.0,87.0,260.0
46,1.6,4.0,19.0,47.0,62.3,154.0,35.6,41.0,19.8,49.0,8.4,80.0,21.5,532.0,12.0,143.0,1.0,9.0,2471.0,24.0,1.0,20.0,6.0,6.0,3.0,1.2,3.0,31537.0,4766.0,15.0,79.0,6.0,0.8,222.0,0.35,1.0,12934.0,90537.0,21.0,0.0,0.0,36.0,10.0,87.0,10.0,100.0,956.0,100.0,956.0,15.0,381.0,35.8,32.1,58.3,90.0,16.0,78.0,97.0,925.0,35.0,334.0,37.0,357.0,17.0,18.8,54.0,,,76.0,11.0,3.3,956.0,43.0,411.0,1875.0,27.0,19.0,79.0,0.0,0.0,0.35,1.0,1.2,5.0,124480.0,0.1,1.0,34.0,8.0,1.4,1.06,0.0,0.0,,
47,0.0,0.0,22.2,26.0,49.4,58.0,12.8,7.0,16.2,19.0,0.5,3.0,3.2,38.0,20.0,120.0,0.0,8.0,1174.0,37.0,7.0,13.0,8.0,19.0,,1.8,3.0,66007.0,26202.0,2.0,100.0,0.0,3.0,420.0,3.59,5.0,8505.0,68043.0,30.0,98.0,630.0,55.0,10.0,94.0,5.0,43.0,277.0,43.0,277.0,20.0,230.0,90.9,,,,0.0,56.0,100.0,640.0,100.0,640.0,89.0,571.0,6.0,38.7,54.0,100.0,1.1,72.0,5.0,4.6,640.0,3.0,21.0,3033.0,51.0,14.0,3.0,1.44,2.0,0.72,1.0,0.0,0.0,,0.0,0.0,7.0,7.0,2.0,1.08,100.0,640.0,84.0,419.0
48,4.9,9.0,42.0,77.0,74.2,136.0,44.5,84.0,22.9,42.0,2.6,16.0,3.8,69.0,5.0,42.0,2.0,1.0,1834.0,33.0,6.0,31.0,3.0,7.0,2.0,16.4,,59357.0,8508.0,20.0,86.0,6.0,0.2,343.0,0.21,4.0,18031.0,108184.0,31.0,0.0,0.0,25.0,7.0,77.0,4.0,80.0,495.0,84.0,514.0,18.0,327.0,52.1,31.6,56.5,87.0,8.0,71.0,18.0,109.0,0.0,0.0,76.0,465.0,27.0,4.2,80.0,100.0,3.09,80.0,8.0,0.3,615.0,84.0,514.0,1995.0,19.0,22.0,114.0,0.0,0.0,0.11,2.0,2.8,17.0,410368.0,0.33,2.0,83.0,6.0,1.3,1.18,45.0,274.0,27.0,135.0
49,1.9,5.0,20.9,55.0,91.7,241.0,49.6,117.0,19.4,51.0,3.6,35.0,16.1,422.0,9.0,118.0,0.0,2.0,2627.0,42.0,7.0,23.0,6.0,10.0,3.0,12.6,151.0,46361.0,8951.0,17.0,94.0,8.0,0.1,120.0,0.0,0.0,3602.0,32420.0,47.0,34.0,330.0,32.0,11.0,81.0,11.0,74.0,708.0,74.0,708.0,17.0,449.0,34.3,31.7,25.0,81.0,14.0,63.0,0.0,0.0,0.0,0.0,26.0,252.0,21.0,6.2,75.0,0.0,0.0,89.0,14.0,0.8,962.0,100.0,960.0,1850.0,28.0,29.0,274.0,0.0,0.0,0.42,5.0,2.9,,136207.0,0.1,1.0,72.0,12.0,1.2,1.08,0.0,0.0,,
50,10.7,,37.4,115.0,167.6,516.0,35.8,107.0,25.3,78.0,13.3,140.0,20.6,633.0,13.0,114.0,1.0,,3078.0,31.0,6.0,30.0,6.0,8.0,2.0,1.2,3.0,25218.0,7667.0,47.0,85.0,10.0,0.5,144.0,0.75,2.0,8572.0,128582.0,38.0,75.0,790.0,8.0,5.0,,6.0,100.0,1054.0,100.0,1054.0,15.0,467.0,24.1,19.0,38.5,83.0,14.0,80.0,74.0,784.0,72.0,754.0,41.0,436.0,50.0,22.8,61.0,100.0,2.37,,4.0,3.9,1054.0,39.0,407.0,1517.0,36.0,26.0,106.0,0.0,0.0,1.49,4.0,1.8,9.0,67842.0,,,29.0,8.0,1.8,1.11,93.0,976.0,,1587.0
51,13.0,18.0,,160.0,283.2,392.0,50.8,78.0,47.7,66.0,18.4,135.0,38.1,527.0,18.0,200.0,2.0,5.0,1384.0,32.0,2.0,4.0,2.0,6.0,4.0,8.4,24.0,67045.0,21953.0,10.0,95.0,3.0,4.4,1237.0,,14.0,19320.0,927353.0,59.0,91.0,666.0,69.0,10.0,98.0,10.0,96.0,702.0,96.0,702.0,13.0,181.0,57.1,11.1,,,11.0,46.0,0.0,0.0,0.0,0.0,100.0,732.0,8.0,28.7,81.0,0.0,0.0,80.0,10.0,2.6,732.0,55.0,401.0,1547.0,62.0,28.0,111.0,,,6.03,17.0,1.6,9.0,233327.0,0.96,7.0,38.0,7.0,1.7,1.34,100.0,732.0,68.0,813.0
52,14.4,21.0,,145.0,,,37.0,95.0,51.5,75.0,22.1,122.0,30.3,442.0,6.0,30.0,0.0,3.0,1457.0,27.0,3.0,25.0,6.0,4.0,2.0,3.4,17.0,28939.0,4222.0,41.0,88.0,11.0,2.0,1001.0,4.59,23.0,13330.0,959786.0,41.0,0.0,0.0,11.0,7.0,62.0,14.0,52.0,286.0,52.0,286.0,,427.0,20.6,18.0,18.2,67.0,15.0,84.0,63.0,349.0,38.0,207.0,51.0,283.0,38.0,24.9,125.0,,,,11.0,1.1,551.0,32.0,179.0,1330.0,57.0,43.0,77.0,,,0.2,1.0,0.6,1.0,110722.0,,23.0,7.0,4.0,1.2,1.03,100.0,551.0,62.0,986.0
53,13.8,,37.2,130.0,295.6,,46.7,134.0,22.6,79.0,30.6,,30.9,1078.0,17.0,198.0,2.0,8.0,3491.0,30.0,4.0,31.0,5.0,8.0,3.0,16.0,70.0,35237.0,3607.0,36.0,86.0,3.0,1.3,544.0,2.52,11.0,20147.0,523818.0,33.0,0.0,0.0,8.0,3.0,68.0,11.0,100.0,1222.0,100.0,1222.0,12.0,425.0,27.7,12.3,22.6,90.0,15.0,78.0,24.0,295.0,41.0,502.0,100.0,1220.0,35.0,19.5,85.0,0.0,0.0,60.0,5.0,2.8,1222.0,44.0,532.0,1368.0,41.0,29.0,155.0,0.0,0.0,1.6,7.0,0.6,5.0,82029.0,1.64,20.0,29.0,6.0,1.7,1.2,100.0,1222.0,47.0,1125.0
54,4.0,7.0,24.3,43.0,285.7,506.0,77.0,87.0,39.0,69.0,,,39.2,695.0,11.0,51.0,1.0,2.0,1771.0,37.0,10.0,16.0,6.0,17.0,5.0,32.6,271.0,42975.0,12824.0,32.0,79.0,,3.5,,0.84,7.0,43409.0,911595.0,28.0,14.0,77.0,8.0,7.0,69.0,,60.0,333.0,84.0,472.0,10.0,184.0,30.1,26.8,41.7,81.0,12.0,67.0,1.0,5.0,1.0,5.0,58.0,323.0,36.0,12.0,100.0,0.0,0.0,,15.0,0.7,559.0,100.0,559.0,1214.0,44.0,42.0,237.0,,,0.6,5.0,2.2,12.0,56114.0,1.97,11.0,64.0,12.0,1.5,1.19,95.0,531.0,31.0,344.0
55,0.0,0.0,5.0,10.0,33.7,68.0,35.5,79.0,55.5,112.0,13.2,106.0,42.8,865.0,30.0,377.0,3.0,4.0,2020.0,43.0,6.0,21.0,6.0,19.0,,7.0,39.0,63672.0,15733.0,7.0,89.0,6.0,3.6,1964.0,1.63,9.0,17228.0,465153.0,26.0,26.0,207.0,38.0,4.0,93.0,8.0,33.0,262.0,33.0,262.0,17.0,353.0,69.7,50.0,50.0,72.0,12.0,83.0,4.0,30.0,5.0,41.0,0.0,0.0,9.0,19.2,106.0,100.0,1.56,97.0,3.0,1.5,803.0,85.0,681.0,2154.0,34.0,14.0,94.0,0.18,1.0,3.08,17.0,0.4,3.0,240478.0,0.37,3.0,78.0,13.0,1.5,1.12,95.0,762.0,2.0,25.0
56,12.9,10.0,,87.0,,328.0,38.7,60.0,47.7,37.0,4.7,17.0,35.0,271.0,21.0,92.0,1.0,3.0,775.0,50.0,2.0,19.0,7.0,17.0,,14.2,42.0,63007.0,17715.0,6.0,89.0,9.0,,2221.0,2.39,7.0,,601157.0,21.0,77.0,281.0,41.0,9.0,99.0,10.0,0.0,0.0,0.0,0.0,21.0,165.0,44.4,60.0,80.0,100.0,7.0,86.0,93.0,337.0,96.0,348.0,0.0,0.0,11.0,28.3,83.0,100.0,1.47,86.0,9.0,1.2,364.0,29.0,105.0,3023.0,36.0,10.0,10.0,0.0,0.0,0.34,1.0,1.1,3.0,287342.0,0.27,1.0,62.0,7.0,1.5,1.08,90.0,326.0,,1222.0
57,3.1,5.0,18.6,30.0,119.2,192.0,19.6,25.0,19.9,32.0,4.0,27.0,17.9,288.0,13.0,61.0,1.0,10.0,1611.0,27.0,4.0,29.0,9.0,5.0,3.0,9.4,16.0,32927.0,14449.0,44.0,88.0,9.0,,1093.0,2.98,5.0,42494.0,382442.0,35.0,16.0,106.0,15.0,7.0,68.0,15.0,85.0,566.0,85.0,566.0,22.0,354.0,29.6,15.8,22.2,88.0,8.0,88.0,95.0,634.0,0.0,0.0,86.0,573.0,48.0,,79.0,,,67.0,11.0,4.0,669.0,11.0,76.0,1548.0,46.0,24.0,18.0,0.0,0.0,1.79,3.0,0.7,2.0,107500.0,1.05,7.0,22.0,10.0,1.4,1.03,100.0,669.0,81.0,242.0
58,7.3,11.0,33.2,50.0,159.2,240.0,32.9,60.0,23.2,35.0,7.6,37.0,20.6,310.0,18.0,99.0,1.0,7.0,1508.0,29.0,5.0,33.0,6.0,8.0,3.0,2.9,6.0,41146.0,3816.0,38.0,93.0,7.0,0.8,167.0,,11.0,8232.0,172868.0,37.0,16.0,78.0,18.0,6.0,68.0,8.0,100.0,485.0,100.0,485.0,15.0,228.0,28.8,24.1,30.8,93.0,14.0,81.0,82.0,398.0,89.0,432.0,79.0,385.0,41.0,22.9,50.0,55.55,1.08,73.0,13.0,2.2,485.0,53.0,257.0,1867.0,42.0,18.0,46.0,0.0,0.0,3.2,7.0,0.0,0.0,127969.0,2.68,13.0,52.0,9.0,1.4,1.17,100.0,485.0,78.0,859.0
59,6.4,16.0,44.5,112.0,193.2,486.0,36.6,99.0,21.1,53.0,13.7,152.0,17.0,427.0,16.0,162.0,2.0,7.0,2515.0,28.0,2.0,30.0,6.0,6.0,2.0,14.8,51.0,38676.0,8937.0,29.0,86.0,4.0,3.6,1225.0,0.29,1.0,10650.0,181052.0,38.0,30.0,333.0,20.0,6.0,92.0,2.0,100.0,1110.0,100.0,1110.0,20.0,506.0,29.4,23.1,26.1,79.0,12.0,58.0,21.0,238.0,61.0,678.0,1.0,6.0,29.0,19.4,67.0,,,80.0,3.0,3.2,1110.0,34.0,372.0,1541.0,39.0,27.0,102.0,0.0,0.0,0.87,3.0,1.9,11.0,99542.0,0.45,5.0,34.0,9.0,1.5,1.15,100.0,1110.0,,
60,4.8,17.0,53.9,,213.3,,12.2,70.0,22.0,78.0,2.7,30.0,7.0,247.0,1.0,19.0,0.0,4.0,3544.0,22.0,1.0,8.0,4.0,1.0,,22.8,183.0,27865.0,6670.0,14.0,89.0,5.0,0.3,236.0,1.25,10.0,16650.0,249755.0,20.0,0.0,0.0,39.0,16.0,90.0,4.0,38.0,429.0,76.0,860.0,12.0,410.0,35.0,16.7,50.0,83.0,22.0,86.0,0.0,0.0,66.0,744.0,70.0,791.0,13.0,12.4,99.0,76.97,2.27,74.0,9.0,1.4,1127.0,1.0,7.0,2434.0,49.0,,4.0,0.12,1.0,0.0,0.0,0.0,0.0,,2.84,,6.0,4.0,1.3,1.23,90.0,1019.0,85.0,1103.0
61,5.0,6.0,37.5,45.0,128.3,154.0,41.6,36.0,20.0,24.0,18.2,79.0,27.5,330.0,11.0,74.0,0.0,4.0,1200.0,24.0,5.0,23.0,4.0,3.0,2.0,16.0,48.0,51406.0,,15.0,79.0,8.0,0.7,208.0,0.33,1.0,51389.0,102778.0,19.0,0.0,0.0,33.0,9.0,84.0,,100.0,434.0,100.0,434.0,15.0,181.0,16.7,16.0,66.7,89.0,5.0,77.0,1.0,3.0,9.0,38.0,23.0,101.0,17.0,12.6,38.0,0.0,0.0,95.0,14.0,1.4,434.0,64.0,276.0,1751.0,24.0,20.0,56.0,0.0,0.0,0.66,2.0,2.2,6.0,124300.0,0.46,2.0,44.0,14.0,1.4,1.12,0.0,0.0,0.0,1.0
62,0.0,0.0,0.2,1.0,1.1,6.0,4.7,10.0,40.3,,0.0,0.0,0.1,4.0,1.0,14.0,1.0,,,20.0,,,1.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,100.0,64.0,33.0,,100.0,,0.0,0.0,0.0,0.0,,46.0,,,,,,,0.0,0.0,0.0,0.0,100.0,64.0,0.0,,128.0,,,,0.0,0.2,64.0,6.0,4.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,1.5,1.13,100.0,64.0,151.0,
64,4.2,19.0,31.0,139.0,135.2,607.0,27.0,80.0,41.2,,7.9,164.0,14.3,640.0,7.0,124.0,0.0,,4491.0,30.0,,9.0,,6.0,,9.3,35.0,30037.0,,15.0,81.0,,2.4,912.0,,,17948.0,376906.0,23.0,77.0,,39.0,,90.0,,91.0,,91.0,,14.0,630.0,27.8,13.2,41.7,94.0,11.0,68.0,39.0,816.0,29.0,603.0,44.0,919.0,15.0,30.4,116.0,,,87.0,0.0,,,12.0,242.0,1875.0,41.0,32.0,77.0,1.05,4.0,1.31,5.0,0.4,4.0,85615.0,0.63,13.0,23.0,,1.3,1.23,100.0,,6.0,12.0
65,1.4,3.0,19.9,44.0,71.9,159.0,19.4,17.0,18.5,41.0,0.2,3.0,3.3,72.0,4.0,26.0,0.0,6.0,2212.0,29.0,1.0,13.0,5.0,3.0,3.0,,157.0,59891.0,10668.0,3.0,96.0,5.0,0.7,256.0,1.11,4.0,12129.0,97029.0,11.0,0.0,0.0,76.0,16.0,98.0,9.0,54.0,663.0,54.0,663.0,14.0,304.0,34.8,11.1,,,5.0,68.0,0.0,0.0,0.0,0.0,40.0,492.0,4.0,15.5,56.0,100.0,1.91,88.0,5.0,3.4,1225.0,2.0,29.0,1397.0,29.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.65,8.0,3.0,4.0,1.3,1.27,70.0,860.0,,
66,4.0,11.0,76.7,,161.8,441.0,20.8,44.0,25.0,68.0,1.5,20.0,4.4,121.0,9.0,77.0,2.0,7.0,2725.0,29.0,4.0,4.0,4.0,11.0,5.0,5.3,20.0,35371.0,13884.0,6.0,90.0,9.0,,,,22.0,37082.0,1483279.0,20.0,24.0,324.0,40.0,12.0,95.0,9.0,0.0,0.0,0.0,0.0,14.0,376.0,50.0,38.5,50.0,80.0,3.0,60.0,100.0,,56.0,751.0,97.0,1318.0,12.0,,153.0,100.0,1.9,78.0,5.0,3.7,1353.0,3.0,35.0,2034.0,28.0,9.0,3.0,0.0,0.0,0.0,0.0,2.1,5.0,140400.0,0.37,5.0,11.0,6.0,1.2,1.12,100.0,1353.0,55.0,164.0
67,6.0,7.0,35.1,41.0,96.7,113.0,25.6,17.0,11.1,13.0,1.1,7.0,1.8,21.0,5.0,15.0,0.0,,1169.0,23.0,6.0,17.0,10.0,5.0,,38.9,38.0,,,4.0,94.0,,0.7,71.0,0.0,0.0,4785.0,38281.0,14.0,0.0,0.0,63.0,13.0,88.0,,98.0,629.0,98.0,629.0,10.0,122.0,,16.7,,,,62.0,0.0,0.0,0.0,0.0,100.0,643.0,5.0,31.3,31.0,,,100.0,0.0,,643.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.16,1.0,13.0,,1.3,1.15,100.0,643.0,,
68,1.2,3.0,35.5,88.0,85.9,213.0,29.9,81.0,36.3,90.0,14.0,158.0,24.2,600.0,13.0,170.0,0.0,2.0,2481.0,38.0,4.0,21.0,6.0,10.0,5.0,26.3,,42237.0,8281.0,18.0,85.0,9.0,3.6,,1.42,18.0,40466.0,,25.0,57.0,642.0,30.0,10.0,96.0,8.0,95.0,1073.0,96.0,1093.0,22.0,552.0,40.0,36.8,68.2,97.0,10.0,53.0,48.0,548.0,64.0,729.0,17.0,188.0,20.0,23.2,,100.0,2.0,82.0,7.0,0.9,1133.0,31.0,347.0,2117.0,20.0,12.0,43.0,0.0,0.0,0.32,4.0,1.4,10.0,131371.0,0.09,1.0,43.0,10.0,1.2,1.09,61.0,693.0,20.0,184.0
69,0.0,0.0,15.2,17.0,52.8,59.0,9.4,10.0,34.0,38.0,0.5,3.0,19.3,216.0,,324.0,1.0,3.0,1118.0,44.0,4.0,22.0,6.0,19.0,,1.0,4.0,124679.0,,0.0,100.0,0.0,1.0,381.0,2.11,8.0,17198.0,137580.0,10.0,75.0,478.0,75.0,11.0,100.0,12.0,0.0,0.0,33.0,208.0,21.0,232.0,94.7,100.0,,86.0,1.0,91.0,76.0,481.0,63.0,400.0,43.0,273.0,1.0,18.2,69.0,100.0,0.26,93.0,9.0,1.7,635.0,39.0,245.0,,38.0,7.0,17.0,0.0,0.0,,31.0,0.3,1.0,,0.16,1.0,51.0,5.0,1.5,1.16,93.0,591.0,1.0,3.0
70,,27.0,83.0,106.0,,571.0,85.4,79.0,,88.0,19.0,99.0,63.3,808.0,25.0,252.0,3.0,4.0,1277.0,51.0,5.0,15.0,11.0,21.0,4.0,2.1,6.0,24875.0,11301.0,45.0,89.0,6.0,1.6,476.0,0.68,2.0,9928.0,178698.0,39.0,51.0,264.0,21.0,9.0,72.0,11.0,99.0,518.0,99.0,518.0,26.0,338.0,10.3,17.7,42.9,72.0,15.0,62.0,68.0,355.0,66.0,344.0,100.0,521.0,45.0,24.0,71.0,0.0,0.0,54.0,20.0,1.8,521.0,100.0,520.0,1199.0,55.0,39.0,203.0,0.0,0.0,2.37,7.0,1.0,5.0,42286.0,2.5,13.0,53.0,12.0,1.8,1.32,100.0,521.0,,
71,6.7,28.0,20.4,85.0,121.9,507.0,16.0,76.0,14.7,61.0,9.3,133.0,14.0,583.0,8.0,74.0,0.0,,4161.0,27.0,1.0,37.0,5.0,2.0,,2.9,10.0,36632.0,4104.0,25.0,87.0,5.0,0.2,59.0,0.84,3.0,4666.0,37329.0,40.0,91.0,,14.0,4.0,64.0,9.0,100.0,1425.0,98.0,1399.0,9.0,372.0,19.4,20.3,8.3,75.0,14.0,80.0,38.0,537.0,60.0,854.0,76.0,1085.0,29.0,22.0,78.0,0.0,0.0,56.0,5.0,4.0,1425.0,15.0,212.0,1732.0,30.0,20.0,42.0,0.0,0.0,1.41,5.0,0.4,1.0,121792.0,1.82,26.0,10.0,4.0,1.6,1.15,100.0,1425.0,,917.0
72,4.0,11.0,,,191.6,530.0,19.5,77.0,41.2,114.0,2.0,23.0,8.5,235.0,11.0,115.0,2.0,2.0,2766.0,37.0,4.0,17.0,6.0,2.0,2.0,25.8,,65049.0,15698.0,4.0,91.0,7.0,3.7,,0.69,8.0,,,11.0,24.0,285.0,45.0,11.0,96.0,11.0,0.0,0.0,0.0,0.0,12.0,321.0,55.2,50.0,20.0,100.0,7.0,73.0,47.0,549.0,38.0,443.0,0.0,0.0,7.0,18.7,217.0,0.0,0.0,86.0,6.0,1.0,1176.0,21.0,246.0,2317.0,21.0,16.0,39.0,,,0.26,3.0,1.4,8.0,128838.0,0.0,0.0,64.0,10.0,1.4,1.31,90.0,1055.0,,
73,4.6,13.0,32.2,92.0,116.6,333.0,59.6,173.0,34.3,98.0,7.8,83.0,21.8,621.0,11.0,186.0,4.0,1.0,2855.0,37.0,3.0,26.0,7.0,11.0,3.0,33.4,,51852.0,10340.0,21.0,87.0,6.0,0.5,2167.0,0.44,18.0,,,30.0,0.0,0.0,17.0,6.0,86.0,11.0,50.0,535.0,53.0,564.0,15.0,439.0,39.1,34.0,52.9,84.0,11.0,77.0,6.0,67.0,2.0,19.0,5.0,52.0,26.0,6.5,,0.0,0.0,81.0,7.0,0.3,1062.0,100.0,1062.0,1662.0,25.0,20.0,216.0,0.44,18.0,0.27,11.0,2.5,,136787.0,0.38,4.0,78.0,8.0,1.2,1.18,0.0,5.0,,
